Time of Record (Adjusted to Time Zone),,How are you feeling?,"In the last 10 min, what kind of activity were you doing?",I was doing this activity because,Morning/Evening Person,Activity type,Part of day
4/30/20 17:50,,Good,"b5: Intellectual (e.g. writing, coding)",I want to and have to,Evening,Bi-Directional,Evening
4/30/20 17:54,,Good,"i8: Rest (e.g. rolling in bed, waiting)",I want to,Evening,Inflow,Evening
4/30/20 17:58,,Good,i4: Exercise,I want to,Morning,Inflow,Evening
4/30/20 18:03,,Ok,"b3: Collaboration (e.g. meeting, appointment)",I have to,Evening,Bi-Directional,Evening
4/30/20 18:05,,Good,i4: Exercise,I want to,Evening,Inflow,Evening
4/30/20 18:30,,Bad,"b5: Intellectual (e.g. writing, coding)",I have to,Evening,Bi-Directional,Evening
4/30/20 18:32,,Good,"b5: Intellectual (e.g. writing, coding)",I want to,Evening,Bi-Directional,Evening
4/30/20 18:43,,Good,b4: Creative (e.g. painting),I want to,Evening,Bi-Directional,Evening
4/30/20 18:49,,Bad,"b2: Communication - Virtual, Social (e.g. messaging)",I have to,Evening,Bi-Directional,Evening
4/30/20 19:00,,Ok,"b5: Intellectual (e.g. writing, coding)",I have to,Evening,Bi-Directional,Evening
4/30/20 19:03,,Good,"b7: Manual work (e.g., housework)",I want to,Morning,Bi-Directional,Evening
4/30/20 19:15,,Good,i3: Eating and drinking,I want to,Morning,Inflow,Evening
4/30/20 19:18,,Bad,"b5: Intellectual (e.g. writing, coding)",I have to,Evening,Bi-Directional,Evening
4/30/20 19:21,,Good,i4: Exercise,I want to,Morning,Inflow,Evening
4/30/20 19:21,,Ok,"b7: Manual work (e.g., housework)",I want to and have to,Morning,Bi-Directional,Evening
4/30/20 20:02,,Ok,"b6: Logistical (e.g. planning, commuting, errands)",I have to,Evening,Bi-Directional,Evening
4/30/20 20:06,,Good,"b9: Socializing (e.g., partying, meal)",I want to,Evening,Bi-Directional,Evening
4/30/20 20:06,,Good,"b5: Intellectual (e.g. writing, coding)",I want to and have to,Morning,Bi-Directional,Evening
4/30/20 20:10,,Good,"i9: Self-care (e.g. grooming, pooping)",I want to and have to,Evening,Inflow,Evening
4/30/20 20:11,,Good,"b7: Manual work (e.g., housework)",I want to and have to,Evening,Bi-Directional,Evening
4/30/20 20:25,,Good,"b9: Socializing (e.g., partying, meal)",I want to and have to,Morning,Bi-Directional,Evening
4/30/20 20:25,,Good,"i7: Observation (e.g. strolling, birdwatching)",I want to,Morning,Inflow,Evening
4/30/20 20:25,,Amazing,"i9: Self-care (e.g. grooming, pooping)",I want to,Morning,Inflow,Evening
4/30/20 20:31,,Amazing,i3: Eating and drinking,I want to and have to,Morning,Inflow,Evening
4/30/20 20:46,,Good,i3: Eating and drinking,I want to and have to,Evening,Inflow,Evening
4/30/20 20:51,,Good,"i1: Consuming art (e.g. movie, museum)",I want to,Morning,Inflow,Evening
4/30/20 21:00,,Good,"i6: Learning (e.g. reading, researching, attending lecture)",I have to,Evening,Inflow,Night
4/30/20 21:15,,Ok,"b5: Intellectual (e.g. writing, coding)",I have to,Evening,Bi-Directional,Night
4/30/20 21:15,,Good,"b2: Communication - Virtual, Social (e.g. messaging)",I want to,Evening,Bi-Directional,Night
4/30/20 21:16,,Good,b11: Bi-directional - Other,of something else; I neither want to nor have to,,Bi-Directional,Night
4/30/20 21:30,,Ok,"i6: Learning (e.g. reading, researching, attending lecture)",I want to,Morning,Inflow,Night
4/30/20 21:33,,Good,i3: Eating and drinking,I want to,Evening,Inflow,Night
4/30/20 21:49,,Good,"i1: Consuming art (e.g. movie, museum)",I want to,Evening,Inflow,Night
4/30/20 22:00,,Good,"b2: Communication - Virtual, Social (e.g. messaging)",I want to,Evening,Bi-Directional,Night
4/30/20 22:11,,Ok,"i2: Exploratory (e.g. internet search, fb)",of something else; I neither want to nor have to,Evening,Inflow,Night
4/30/20 22:12,,Amazing,b4: Creative (e.g. painting),I want to,Evening,Bi-Directional,Night
4/30/20 22:15,,Ok,"i5: Fun (e.g. drinking, games)",I want to,Evening,Inflow,Night
4/30/20 22:33,,Good,"i1: Consuming art (e.g. movie, museum)",I want to,Evening,Inflow,Night
4/30/20 23:28,,Good,"i6: Learning (e.g. reading, researching, attending lecture)",I want to and have to,,Inflow,Night
4/30/20 23:53,,Amazing,"i9: Self-care (e.g. grooming, pooping)",I want to,Evening,Inflow,Night
5/1/20 0:04,,Ok,"i2: Exploratory (e.g. internet search, fb)",I want to,Evening,Inflow,Night
5/1/20 1:49,,Awful,"b2: Communication - Virtual, Social (e.g. messaging)",I want to,,Bi-Directional,Night
5/1/20 5:28,,Ok,"i6: Learning (e.g. reading, researching, attending lecture)",I want to and have to,,Inflow,Morning
5/1/20 6:00,,Good,"i9: Self-care (e.g. grooming, pooping)",I want to and have to,Morning,Inflow,Morning
5/1/20 6:00,,Ok,"i8: Rest (e.g. rolling in bed, waiting)",I want to,,Inflow,Morning
5/1/20 7:00,,Good,"i9: Self-care (e.g. grooming, pooping)",I have to,Evening,Inflow,Morning
5/1/20 7:03,,Ok,"i8: Rest (e.g. rolling in bed, waiting)",I want to,Morning,Inflow,Morning
5/1/20 7:07,,Good,i3: Eating and drinking,I want to,Morning,Inflow,Morning
5/1/20 7:08,,Bad,"i9: Self-care (e.g. grooming, pooping)",I have to,Evening,Inflow,Morning
5/1/20 7:12,,Amazing,"i2: Exploratory (e.g. internet search, fb)",of something else; I neither want to nor have to,Morning,Inflow,Morning
5/1/20 7:53,,Good,i3: Eating and drinking,I want to and have to,Morning,Inflow,Morning
5/1/20 8:03,,Good,"i8: Rest (e.g. rolling in bed, waiting)",I want to,Evening,Inflow,Morning
5/1/20 8:30,,Good,"b2: Communication - Virtual, Social (e.g. messaging)",I want to,Evening,Bi-Directional,Morning
5/1/20 8:39,,Good,"i8: Rest (e.g. rolling in bed, waiting)",I want to and have to,Evening,Inflow,Morning
5/1/20 9:00,,Ok,"i9: Self-care (e.g. grooming, pooping)",I want to,,Inflow,Morning
5/1/20 9:01,,Good,i3: Eating and drinking,I want to,Morning,Inflow,Morning
5/1/20 9:06,,Ok,"b3: Collaboration (e.g. meeting, appointment)",I want to and have to,Evening,Bi-Directional,Morning
5/1/20 9:08,,Ok,"b10: Spiritual (e.g., meditating, praying)",I want to,Evening,Bi-Directional,Morning
5/1/20 9:08,,Ok,"b1: Communication - Virtual, Collaborative (e.g. emailing)",I have to,Evening,Bi-Directional,Morning
5/1/20 9:11,,Ok,"i8: Rest (e.g. rolling in bed, waiting)",I want to,Evening,Inflow,Morning
5/1/20 9:28,,Good,"i8: Rest (e.g. rolling in bed, waiting)",I want to and have to,Evening,Inflow,Morning
5/1/20 9:31,,Ok,"b6: Logistical (e.g. planning, commuting, errands)",I have to,,Bi-Directional,Morning
5/1/20 9:41,,Ok,"b1: Communication - Virtual, Collaborative (e.g. emailing)",of something else; I neither want to nor have to,Morning,Bi-Directional,Morning
5/1/20 9:44,,Good,"b2: Communication - Virtual, Social (e.g. messaging)",I want to and have to,Evening,Bi-Directional,Morning
5/1/20 9:54,,Amazing,"i9: Self-care (e.g. grooming, pooping)",I want to,Morning,Inflow,Morning
5/1/20 9:58,,Ok,"i1: Consuming art (e.g. movie, museum)",I want to,Morning,Inflow,Morning
5/1/20 10:00,,Ok,"i8: Rest (e.g. rolling in bed, waiting)",I want to,Evening,Inflow,Morning
5/1/20 10:00,,Good,"b2: Communication - Virtual, Social (e.g. messaging)",I want to,Evening,Bi-Directional,Morning
5/1/20 10:01,,Good,"i5: Fun (e.g. drinking, games)",I want to,Evening,Inflow,Morning
5/1/20 10:01,,Good,"b3: Collaboration (e.g. meeting, appointment)",I want to and have to,Evening,Bi-Directional,Morning
5/1/20 10:02,,Ok,"i8: Rest (e.g. rolling in bed, waiting)",I want to,Evening,Inflow,Morning
5/1/20 10:05,,Ok,"i8: Rest (e.g. rolling in bed, waiting)",I want to,,Inflow,Morning
5/1/20 10:15,,Good,"b10: Spiritual (e.g., meditating, praying)",I want to,Evening,Bi-Directional,Morning
5/1/20 10:16,,Ok,"b5: Intellectual (e.g. writing, coding)",I have to,Evening,Bi-Directional,Morning
5/1/20 10:17,,Ok,"i7: Observation (e.g. strolling, birdwatching)",I want to,Evening,Inflow,Morning
5/1/20 10:27,,Ok,"b1: Communication - Virtual, Collaborative (e.g. emailing)",I have to,Morning,Bi-Directional,Morning
5/1/20 10:33,,Good,"i6: Learning (e.g. reading, researching, attending lecture)",I have to,,Inflow,Morning
5/1/20 10:45,,Amazing,"b3: Collaboration (e.g. meeting, appointment)",I want to,Morning,Bi-Directional,Morning
5/1/20 10:52,,Ok,"i8: Rest (e.g. rolling in bed, waiting)",I want to,,Inflow,Morning
5/1/20 11:00,,Ok,"b5: Intellectual (e.g. writing, coding)",I have to,Evening,Bi-Directional,Morning
5/1/20 11:05,,Good,"b5: Intellectual (e.g. writing, coding)",I want to and have to,Evening,Bi-Directional,Morning
5/1/20 11:07,,Ok,"i6: Learning (e.g. reading, researching, attending lecture)",I want to and have to,Morning,Inflow,Morning
5/1/20 11:41,,Good,"b9: Socializing (e.g., partying, meal)",I want to,Morning,Bi-Directional,Morning
5/1/20 11:47,,Ok,"b2: Communication - Virtual, Social (e.g. messaging)",of something else; I neither want to nor have to,Morning,Bi-Directional,Morning
5/1/20 11:58,,Good,"i8: Rest (e.g. rolling in bed, waiting)",I want to,Evening,Inflow,Morning
5/1/20 11:59,,Ok,"b1: Communication - Virtual, Collaborative (e.g. emailing)",I want to and have to,Evening,Bi-Directional,Morning
5/1/20 12:01,,Good,"i6: Learning (e.g. reading, researching, attending lecture)",I want to and have to,Evening,Inflow,Afternoon
5/1/20 12:01,,Good,"b5: Intellectual (e.g. writing, coding)",I have to,Evening,Bi-Directional,Afternoon
5/1/20 12:03,,Good,i4: Exercise,I want to and have to,Evening,Inflow,Afternoon
5/1/20 12:07,,Ok,"b2: Communication - Virtual, Social (e.g. messaging)",I have to,Morning,Bi-Directional,Afternoon
5/1/20 12:16,,Ok,"i6: Learning (e.g. reading, researching, attending lecture)",I want to,Evening,Inflow,Afternoon
5/1/20 12:20,,Good,"b7: Manual work (e.g., housework)",I have to,Evening,Bi-Directional,Afternoon
5/1/20 12:22,,Good,i3: Eating and drinking,I want to and have to,Evening,Inflow,Afternoon
5/1/20 12:25,,Good,"i8: Rest (e.g. rolling in bed, waiting)",I want to,Morning,Inflow,Afternoon
5/1/20 12:34,,Good,i3: Eating and drinking,I want to and have to,Morning,Inflow,Afternoon
5/1/20 12:45,,Ok,"i6: Learning (e.g. reading, researching, attending lecture)",I want to and have to,,Inflow,Afternoon
5/1/20 12:45,,Ok,"i5: Fun (e.g. drinking, games)",of something else; I neither want to nor have to,,Inflow,Afternoon
5/1/20 13:17,,Ok,i3: Eating and drinking,I want to and have to,Morning,Inflow,Afternoon
5/1/20 13:18,,Good,i4: Exercise,I want to,Evening,Inflow,Afternoon
5/1/20 13:21,,Ok,"b9: Socializing (e.g., partying, meal)",of something else; I neither want to nor have to,Evening,Bi-Directional,Afternoon
5/1/20 13:30,,Ok,b4: Creative (e.g. painting),I want to and have to,Morning,Bi-Directional,Afternoon
5/1/20 13:37,,Bad,"b1: Communication - Virtual, Collaborative (e.g. emailing)",I have to,Evening,Bi-Directional,Afternoon
5/1/20 13:45,,Ok,"b5: Intellectual (e.g. writing, coding)",I have to,Evening,Bi-Directional,Afternoon
5/1/20 13:48,,Ok,"b1: Communication - Virtual, Collaborative (e.g. emailing)",I have to,Morning,Bi-Directional,Afternoon
5/1/20 13:59,,Good,"b6: Logistical (e.g. planning, commuting, errands)",I want to and have to,Morning,Bi-Directional,Afternoon
5/1/20 14:00,,Bad,"i1: Consuming art (e.g. movie, museum)",I want to,Morning,Inflow,Afternoon
5/1/20 14:16,,Ok,"b5: Intellectual (e.g. writing, coding)",I have to,Evening,Bi-Directional,Afternoon
5/1/20 14:27,,Ok,"i2: Exploratory (e.g. internet search, fb)",of something else; I neither want to nor have to,Evening,Inflow,Afternoon
5/1/20 14:39,,Good,"i9: Self-care (e.g. grooming, pooping)",I want to and have to,Evening,Inflow,Afternoon
5/1/20 14:40,,Ok,i4: Exercise,I want to and have to,,Inflow,Afternoon
5/1/20 14:40,,Ok,"b2: Communication - Virtual, Social (e.g. messaging)",I want to,Evening,Bi-Directional,Afternoon
5/1/20 14:52,,Good,"i1: Consuming art (e.g. movie, museum)",I want to,Evening,Inflow,Afternoon
5/1/20 15:01,,Ok,"b5: Intellectual (e.g. writing, coding)",I want to,Morning,Bi-Directional,Afternoon
5/1/20 15:04,,Good,"b1: Communication - Virtual, Collaborative (e.g. emailing)",I want to and have to,Evening,Bi-Directional,Afternoon
5/1/20 15:24,,Good,"i6: Learning (e.g. reading, researching, attending lecture)",I have to,,Inflow,Afternoon
5/1/20 15:24,,Ok,"b1: Communication - Virtual, Collaborative (e.g. emailing)",I have to,,Bi-Directional,Afternoon
5/1/20 15:30,,Good,"i1: Consuming art (e.g. movie, museum)",I want to,Morning,Inflow,Afternoon
5/1/20 15:36,,Ok,"i1: Consuming art (e.g. movie, museum)",I want to,Morning,Inflow,Afternoon
5/1/20 15:37,,Good,b4: Creative (e.g. painting),I want to and have to,Morning,Bi-Directional,Afternoon
5/1/20 15:45,,Good,"b9: Socializing (e.g., partying, meal)",I want to and have to,Morning,Bi-Directional,Afternoon
5/1/20 15:47,,Ok,"b3: Collaboration (e.g. meeting, appointment)",I have to,Morning,Bi-Directional,Afternoon
5/1/20 16:00,,Good,"b1: Communication - Virtual, Collaborative (e.g. emailing)",I want to,Evening,Bi-Directional,Afternoon
5/1/20 16:20,,Ok,"i2: Exploratory (e.g. internet search, fb)",of something else; I neither want to nor have to,Morning,Inflow,Afternoon
5/1/20 16:30,,Good,i3: Eating and drinking,I want to,,Inflow,Afternoon
5/1/20 16:30,,Good,"b1: Communication - Virtual, Collaborative (e.g. emailing)",I have to,Morning,Bi-Directional,Afternoon
5/1/20 16:30,,Good,"i8: Rest (e.g. rolling in bed, waiting)",I want to,,Inflow,Afternoon
5/1/20 16:30,,Good,"b10: Spiritual (e.g., meditating, praying)",I want to,Evening,Bi-Directional,Afternoon
5/1/20 16:31,,Ok,"b5: Intellectual (e.g. writing, coding)",I have to,Evening,Bi-Directional,Afternoon
5/1/20 16:39,,Good,"i7: Observation (e.g. strolling, birdwatching)",I want to,Evening,Inflow,Afternoon
5/1/20 16:55,,Good,"i1: Consuming art (e.g. movie, museum)",I want to,Evening,Inflow,Afternoon
5/1/20 17:04,,Ok,"b5: Intellectual (e.g. writing, coding)",I have to,Evening,Bi-Directional,Evening
5/1/20 17:40,,Bad,b11: Bi-directional - Other,of something else; I neither want to nor have to,Morning,Bi-Directional,Evening
5/1/20 17:44,,Good,"i1: Consuming art (e.g. movie, museum)",I want to,Morning,Inflow,Evening
5/1/20 17:55,,Good,"i1: Consuming art (e.g. movie, museum)",I want to,Evening,Inflow,Evening
5/1/20 18:01,,Good,"b9: Socializing (e.g., partying, meal)",I want to,Evening,Bi-Directional,Evening
5/1/20 18:01,,Good,i4: Exercise,I want to,Evening,Inflow,Evening
5/1/20 18:04,,Good,"b6: Logistical (e.g. planning, commuting, errands)",I want to and have to,Evening,Bi-Directional,Evening
5/1/20 18:15,,Ok,"i8: Rest (e.g. rolling in bed, waiting)",I want to,,Inflow,Evening
5/1/20 18:33,,Bad,"b5: Intellectual (e.g. writing, coding)",I have to,Evening,Bi-Directional,Evening
5/1/20 18:53,,Good,b4: Creative (e.g. painting),I want to,Morning,Bi-Directional,Evening
5/1/20 19:01,,Good,"b9: Socializing (e.g., partying, meal)",I want to,Morning,Bi-Directional,Evening
5/1/20 19:15,,Ok,"i8: Rest (e.g. rolling in bed, waiting)",I want to,Morning,Inflow,Evening
5/1/20 19:15,,Ok,"b9: Socializing (e.g., partying, meal)",I want to and have to,Morning,Bi-Directional,Evening
5/1/20 19:20,,Good,"i7: Observation (e.g. strolling, birdwatching)",I want to and have to,Evening,Inflow,Evening
5/1/20 19:26,,Good,"b9: Socializing (e.g., partying, meal)",I want to and have to,Evening,Bi-Directional,Evening
5/1/20 19:45,,Good,i3: Eating and drinking,I want to and have to,Evening,Inflow,Evening
5/1/20 19:55,,Amazing,i3: Eating and drinking,I want to and have to,Evening,Inflow,Evening
5/1/20 20:02,,Good,"i1: Consuming art (e.g. movie, museum)",I want to,Evening,Inflow,Evening
5/1/20 20:02,,Bad,"b5: Intellectual (e.g. writing, coding)",I have to,Evening,Bi-Directional,Evening
5/1/20 20:10,,Ok,"b6: Logistical (e.g. planning, commuting, errands)",I want to and have to,Evening,Bi-Directional,Evening
5/1/20 20:15,,Amazing,"b9: Socializing (e.g., partying, meal)",I want to,Morning,Bi-Directional,Evening
5/1/20 20:15,,Ok,"i8: Rest (e.g. rolling in bed, waiting)",I want to,,Inflow,Evening
5/1/20 20:15,,Good,"i6: Learning (e.g. reading, researching, attending lecture)",I have to,,Inflow,Evening
5/1/20 20:20,,Ok,"b5: Intellectual (e.g. writing, coding)",I have to,Evening,Bi-Directional,Evening
5/1/20 20:30,,Good,"i1: Consuming art (e.g. movie, museum)",I want to,Evening,Inflow,Evening
5/1/20 20:37,,Ok,"b9: Socializing (e.g., partying, meal)",I want to,Evening,Bi-Directional,Evening
5/1/20 20:48,,Ok,"i7: Observation (e.g. strolling, birdwatching)",I want to,Evening,Inflow,Evening
5/1/20 20:52,,Ok,"i9: Self-care (e.g. grooming, pooping)",I want to,Evening,Inflow,Evening
5/1/20 20:54,,Amazing,"b9: Socializing (e.g., partying, meal)",I want to,Morning,Bi-Directional,Evening
5/1/20 21:30,,Amazing,"b2: Communication - Virtual, Social (e.g. messaging)",I want to,Evening,Bi-Directional,Night
5/1/20 22:12,,Good,"b9: Socializing (e.g., partying, meal)",I want to,Evening,Bi-Directional,Night
5/1/20 22:26,,Ok,"i1: Consuming art (e.g. movie, museum)",I want to,Evening,Inflow,Night
5/1/20 23:00,,Good,"i7: Observation (e.g. strolling, birdwatching)",I want to,Evening,Inflow,Night
5/1/20 23:08,,Good,"i6: Learning (e.g. reading, researching, attending lecture)",I want to,Morning,Inflow,Night
5/1/20 23:10,,Good,"i9: Self-care (e.g. grooming, pooping)",I want to,Evening,Inflow,Night
5/1/20 23:22,,Good,"i1: Consuming art (e.g. movie, museum)",I want to,Evening,Inflow,Night
5/1/20 23:43,,Ok,"b6: Logistical (e.g. planning, commuting, errands)",I want to,Morning,Bi-Directional,Night
5/1/20 23:46,,Good,"b5: Intellectual (e.g. writing, coding)",I have to,Evening,Bi-Directional,Night
5/2/20 0:09,,Good,i4: Exercise,I want to,Evening,Inflow,Night
5/2/20 0:45,,Good,"i5: Fun (e.g. drinking, games)",I want to,Evening,Inflow,Night
5/2/20 6:37,,Good,"b1: Communication - Virtual, Collaborative (e.g. emailing)",I have to,Morning,Bi-Directional,Morning
5/2/20 7:10,,Good,"i9: Self-care (e.g. grooming, pooping)",I have to,Morning,Inflow,Morning
5/2/20 7:42,,Ok,"i8: Rest (e.g. rolling in bed, waiting)",of something else; I neither want to nor have to,Evening,Inflow,Morning
5/2/20 7:54,,Good,"i5: Fun (e.g. drinking, games)",of something else; I neither want to nor have to,Morning,Inflow,Morning
5/2/20 8:00,,Good,"b8: Romantic (e.g., date)",I want to,,Bi-Directional,Morning
5/2/20 8:00,,Good,"i8: Rest (e.g. rolling in bed, waiting)",I want to,Morning,Inflow,Morning
5/2/20 8:03,,Good,"i6: Learning (e.g. reading, researching, attending lecture)",I want to,Evening,Inflow,Morning
5/2/20 8:49,,Good,"i8: Rest (e.g. rolling in bed, waiting)",I want to,Evening,Inflow,Morning
5/2/20 8:59,,Good,"i1: Consuming art (e.g. movie, museum)",I want to,Morning,Inflow,Morning
5/2/20 9:06,,Good,"i8: Rest (e.g. rolling in bed, waiting)",I want to,Evening,Inflow,Morning
5/2/20 9:07,,Bad,b11: Bi-directional - Other,of something else; I neither want to nor have to,Morning,Bi-Directional,Morning
5/2/20 9:18,,Bad,"b5: Intellectual (e.g. writing, coding)",I have to,,Bi-Directional,Morning
5/2/20 9:30,,Ok,"i9: Self-care (e.g. grooming, pooping)",I want to and have to,Morning,Inflow,Morning
