Time of Record (Adjusted to Time Zone),Email,How are you feeling?,"In the last 10 min, what kind of activity were you doing?",I was doing this activity because,Morning/Evening Person,Activity type,Part of day
5/1/20 4:55 PM,0.08750354953947204,Good,"i1: Consuming art (e.g. movie, museum)",I want to,Evening,Inflow,Afternoon
5/1/20 5:04 PM,0.21399290811170335,Ok,"b5: Intellectual (e.g. writing, coding)",I have to,Evening,Bi-Directional,Evening
5/1/20 5:40 PM,0.41432378521528046,Bad,b11: Bi-directional - Other,of something else; I neither want to nor have to,Morning,Bi-Directional,Evening
5/1/20 5:44 PM,0.7154627748693038,Good,"i1: Consuming art (e.g. movie, museum)",I want to,Morning,Inflow,Evening
5/1/20 5:55 PM,0.6593225488258994,Good,"i1: Consuming art (e.g. movie, museum)",I want to,Evening,Inflow,Evening
5/1/20 6:01 PM,0.21399290811170335,Good,"b9: Socializing (e.g., partying, meal)",I want to,Evening,Bi-Directional,Evening
5/1/20 6:01 PM,0.2620106905400832,Good,i4: Exercise,I want to,Evening,Inflow,Evening
5/1/20 6:04 PM,0.08750354953947204,Good,"b6: Logistical (e.g. planning, commuting, errands)",I want to and have to,Evening,Bi-Directional,Evening
5/1/20 6:15 PM,0.7259792119135012,Ok,"i8: Rest (e.g. rolling in bed, waiting)",I want to,,Inflow,Evening
5/1/20 6:33 PM,0.7731708725449643,Bad,"b5: Intellectual (e.g. writing, coding)",I have to,Evening,Bi-Directional,Evening
5/1/20 6:53 PM,0.5230119531266414,Good,b4: Creative (e.g. painting),I want to,Morning,Bi-Directional,Evening
5/1/20 7:01 PM,0.7154627748693038,Good,"b9: Socializing (e.g., partying, meal)",I want to,Morning,Bi-Directional,Evening
5/1/20 7:15 PM,0.41432378521528046,Ok,"i8: Rest (e.g. rolling in bed, waiting)",I want to,Morning,Inflow,Evening
5/1/20 7:15 PM,0.8428097364292039,Ok,"b9: Socializing (e.g., partying, meal)",I want to and have to,Morning,Bi-Directional,Evening
5/1/20 7:20 PM,0.306266188362607,Good,"i7: Observation (e.g. strolling, birdwatching)",I want to and have to,Evening,Inflow,Evening
5/1/20 7:26 PM,0.2092499418422893,Good,"b9: Socializing (e.g., partying, meal)",I want to and have to,Evening,Bi-Directional,Evening
5/1/20 7:45 PM,0.8695821654152704,Good,i3: Eating and drinking,I want to and have to,Evening,Inflow,Evening
5/1/20 7:55 PM,0.306266188362607,Amazing,i3: Eating and drinking,I want to and have to,Evening,Inflow,Evening
5/1/20 8:02 PM,0.6593225488258994,Good,"i1: Consuming art (e.g. movie, museum)",I want to,Evening,Inflow,Evening
5/1/20 8:02 PM,0.7731708725449643,Bad,"b5: Intellectual (e.g. writing, coding)",I have to,Evening,Bi-Directional,Evening
5/1/20 8:10 PM,0.08750354953947204,Ok,"b6: Logistical (e.g. planning, commuting, errands)",I want to and have to,Evening,Bi-Directional,Evening
5/1/20 8:15 PM,0.7067347814443499,Amazing,"b9: Socializing (e.g., partying, meal)",I want to,Morning,Bi-Directional,Evening
5/1/20 8:15 PM,0.7259792119135012,Ok,"i8: Rest (e.g. rolling in bed, waiting)",I want to,,Inflow,Evening
5/1/20 8:15 PM,0.41434933550599706,Good,"i6: Learning (e.g. reading, researching, attending lecture)",I have to,,Inflow,Evening
5/1/20 8:20 PM,0.003906290489614772,Ok,"b5: Intellectual (e.g. writing, coding)",I have to,Evening,Bi-Directional,Evening
5/1/20 8:30 PM,0.25970807074888325,Good,"i1: Consuming art (e.g. movie, museum)",I want to,Evening,Inflow,Evening
5/1/20 8:37 PM,0.21399290811170335,Ok,"b9: Socializing (e.g., partying, meal)",I want to,Evening,Bi-Directional,Evening
5/1/20 8:48 PM,0.053546897334000865,Ok,"i7: Observation (e.g. strolling, birdwatching)",I want to,Evening,Inflow,Evening
5/1/20 8:52 PM,0.21399290811170335,Ok,"i9: Self-care (e.g. grooming, pooping)",I want to,Evening,Inflow,Evening
5/1/20 8:54 PM,0.7154627748693038,Amazing,"b9: Socializing (e.g., partying, meal)",I want to,Morning,Bi-Directional,Evening
5/1/20 9:30 PM,0.1891973955850632,Amazing,"b2: Communication - Virtual, Social (e.g. messaging)",I want to,Evening,Bi-Directional,Night
5/1/20 10:12 PM,0.08750354953947204,Good,"b9: Socializing (e.g., partying, meal)",I want to,Evening,Bi-Directional,Night
5/1/20 10:26 PM,0.21399290811170335,Ok,"i1: Consuming art (e.g. movie, museum)",I want to,Evening,Inflow,Night
5/1/20 11:00 PM,0.053546897334000865,Good,"i7: Observation (e.g. strolling, birdwatching)",I want to,Evening,Inflow,Night
5/1/20 11:08 PM,0.0732407481040791,Good,"i6: Learning (e.g. reading, researching, attending lecture)",I want to,Morning,Inflow,Night
5/1/20 11:10 PM,0.2092499418422893,Good,"i9: Self-care (e.g. grooming, pooping)",I want to,Evening,Inflow,Night
5/1/20 11:22 PM,0.306266188362607,Good,"i1: Consuming art (e.g. movie, museum)",I want to,Evening,Inflow,Night
5/1/20 11:43 PM,0.0732407481040791,Ok,"b6: Logistical (e.g. planning, commuting, errands)",I want to,Morning,Bi-Directional,Night
5/1/20 11:46 PM,0.18749150776964763,Good,"b5: Intellectual (e.g. writing, coding)",I have to,Evening,Bi-Directional,Night
5/2/20 12:09 AM,0.306266188362607,Good,i4: Exercise,I want to,Evening,Inflow,Night
5/2/20 12:45 AM,0.1891973955850632,Good,"i5: Fun (e.g. drinking, games)",I want to,Evening,Inflow,Night
5/2/20 6:37 AM,0.5845256232710224,Good,"b1: Communication - Virtual, Collaborative (e.g. emailing)",I have to,Morning,Bi-Directional,Morning
5/2/20 7:10 AM,0.10852475809758189,Good,"i9: Self-care (e.g. grooming, pooping)",I have to,Morning,Inflow,Morning
5/2/20 7:42 AM,0.7731708725449643,Ok,"i8: Rest (e.g. rolling in bed, waiting)",of something else; I neither want to nor have to,Evening,Inflow,Morning
5/2/20 7:54 AM,0.5845256232710224,Good,"i5: Fun (e.g. drinking, games)",of something else; I neither want to nor have to,Morning,Inflow,Morning
5/2/20 8:00 AM,0.7259792119135012,Good,"b8: Romantic (e.g., date)",I want to,,Bi-Directional,Morning
5/2/20 8:00 AM,0.7067347814443499,Good,"i8: Rest (e.g. rolling in bed, waiting)",I want to,Morning,Inflow,Morning
5/2/20 8:03 AM,0.8695821654152704,Good,"i6: Learning (e.g. reading, researching, attending lecture)",I want to,Evening,Inflow,Morning
5/2/20 8:49 AM,0.8262523326828731,Good,"i8: Rest (e.g. rolling in bed, waiting)",I want to,Evening,Inflow,Morning
5/2/20 8:59 AM,0.7154627748693038,Good,"i1: Consuming art (e.g. movie, museum)",I want to,Morning,Inflow,Morning
5/2/20 9:06 AM,0.053546897334000865,Good,"i8: Rest (e.g. rolling in bed, waiting)",I want to,Evening,Inflow,Morning
5/2/20 9:07 AM,0.41432378521528046,Bad,b11: Bi-directional - Other,of something else; I neither want to nor have to,Morning,Bi-Directional,Morning
5/2/20 9:18 AM,0.2386110987670348,Bad,"b5: Intellectual (e.g. writing, coding)",I have to,,Bi-Directional,Morning
5/2/20 9:30 AM,0.0732407481040791,Ok,"i9: Self-care (e.g. grooming, pooping)",I want to and have to,Morning,Inflow,Morning
5/2/20 9:31 AM,0.8428097364292039,Ok,"i8: Rest (e.g. rolling in bed, waiting)",I have to,Morning,Inflow,Morning
5/2/20 9:37 AM,0.4782825663491381,Ok,"i8: Rest (e.g. rolling in bed, waiting)",I want to,,Inflow,Morning
5/2/20 9:42 AM,0.8046453647887467,Ok,"i8: Rest (e.g. rolling in bed, waiting)",I want to and have to,Morning,Inflow,Morning
5/2/20 9:42 AM,0.8046453647887467,Good,"b6: Logistical (e.g. planning, commuting, errands)",I want to,Morning,Bi-Directional,Morning
5/2/20 9:45 AM,0.41432378521528046,Bad,"i8: Rest (e.g. rolling in bed, waiting)",of something else; I neither want to nor have to,Morning,Inflow,Morning
5/2/20 9:46 AM,0.7067347814443499,Good,"i8: Rest (e.g. rolling in bed, waiting)",I want to,Morning,Inflow,Morning
5/2/20 9:50 AM,0.2620106905400832,Good,"b8: Romantic (e.g., date)",I want to,Evening,Bi-Directional,Morning
5/2/20 9:57 AM,0.6593225488258994,Good,i3: Eating and drinking,I have to,Evening,Inflow,Morning
5/2/20 10:00 AM,0.003906290489614772,Ok,"i8: Rest (e.g. rolling in bed, waiting)",I want to,Evening,Inflow,Morning
5/2/20 10:00 AM,0.21399290811170335,Good,b4: Creative (e.g. painting),I want to,Evening,Bi-Directional,Morning
5/2/20 10:01 AM,0.8428097364292039,Ok,"i8: Rest (e.g. rolling in bed, waiting)",I want to,Morning,Inflow,Morning
5/2/20 10:01 AM,0.056777490296152755,Ok,"b1: Communication - Virtual, Collaborative (e.g. emailing)",I have to,,Bi-Directional,Morning
5/2/20 10:01 AM,0.056777490296152755,Good,i3: Eating and drinking,I want to,,Inflow,Morning
5/2/20 10:09 AM,0.2681813060878999,Good,"i9: Self-care (e.g. grooming, pooping)",I want to,,Inflow,Morning
5/2/20 10:17 AM,0.25970807074888325,Good,"i2: Exploratory (e.g. internet search, fb)",I want to,Evening,Inflow,Morning
5/2/20 10:46 AM,0.6737788102981581,Good,i3: Eating and drinking,I want to and have to,Morning,Inflow,Morning
5/2/20 11:00 AM,0.011015262917951851,Good,"i5: Fun (e.g. drinking, games)",I want to,Evening,Inflow,Morning
5/2/20 11:02 AM,0.21399290811170335,Ok,i3: Eating and drinking,I want to,Evening,Inflow,Morning
5/2/20 11:15 AM,0.0732407481040791,Ok,"i6: Learning (e.g. reading, researching, attending lecture)",I want to and have to,Morning,Inflow,Morning
5/2/20 11:23 AM,0.7259792119135012,Good,"i6: Learning (e.g. reading, researching, attending lecture)",I want to,,Inflow,Morning
5/2/20 11:28 AM,0.7458435954362609,Ok,"b1: Communication - Virtual, Collaborative (e.g. emailing)",I want to and have to,Evening,Bi-Directional,Morning
5/2/20 11:30 AM,0.7067347814443499,Good,"i2: Exploratory (e.g. internet search, fb)",I want to,Morning,Inflow,Morning
5/2/20 11:31 AM,0.7259792119135012,Good,"i9: Self-care (e.g. grooming, pooping)",I want to,,Inflow,Morning
5/2/20 11:32 AM,0.410892172765857,Good,"b7: Manual work (e.g., housework)",I want to and have to,Morning,Bi-Directional,Morning
5/2/20 11:38 AM,0.410892172765857,Good,"b7: Manual work (e.g., housework)",I want to and have to,Morning,Bi-Directional,Morning
5/2/20 11:45 AM,0.003906290489614772,Ok,i3: Eating and drinking,I want to and have to,Evening,Inflow,Morning
5/2/20 11:45 AM,0.2972751661913613,Good,"b6: Logistical (e.g. planning, commuting, errands)",I want to and have to,Morning,Bi-Directional,Morning
5/2/20 11:45 AM,0.2620106905400832,Good,"i6: Learning (e.g. reading, researching, attending lecture)",I want to,Evening,Inflow,Morning
5/2/20 11:48 AM,0.41432378521528046,Good,"b2: Communication - Virtual, Social (e.g. messaging)",I want to,Morning,Bi-Directional,Morning
5/2/20 11:49 AM,0.4129775318972444,Amazing,"i7: Observation (e.g. strolling, birdwatching)",I want to,,Inflow,Morning
5/2/20 11:51 AM,0.8428097364292039,Good,"i1: Consuming art (e.g. movie, museum)",I want to,Morning,Inflow,Morning
5/2/20 11:57 AM,0.7731708725449643,Bad,"i8: Rest (e.g. rolling in bed, waiting)",I have to,Evening,Inflow,Morning
5/2/20 12:00 PM,0.1891973955850632,Good,"b9: Socializing (e.g., partying, meal)",I want to,Evening,Bi-Directional,Afternoon
5/2/20 12:00 PM,0.8695821654152704,Good,i4: Exercise,I want to and have to,Evening,Inflow,Afternoon
5/2/20 12:09 PM,0.7154627748693038,Good,"i1: Consuming art (e.g. movie, museum)",I want to,Morning,Inflow,Afternoon
5/2/20 12:13 PM,0.08750354953947204,Good,"b7: Manual work (e.g., housework)",I want to and have to,Evening,Bi-Directional,Afternoon
5/2/20 12:35 PM,0.5230119531266414,Good,"i8: Rest (e.g. rolling in bed, waiting)",I want to,Morning,Inflow,Afternoon
5/2/20 12:48 PM,0.21399290811170335,Amazing,i4: Exercise,I want to,Evening,Inflow,Afternoon
5/2/20 12:49 PM,0.21399290811170335,Amazing,"i7: Observation (e.g. strolling, birdwatching)",I want to,Evening,Inflow,Afternoon
5/2/20 1:00 PM,0.0732407481040791,Ok,"i6: Learning (e.g. reading, researching, attending lecture)",I want to and have to,Morning,Inflow,Afternoon
5/2/20 1:00 PM,0.053546897334000865,Amazing,i4: Exercise,I want to,Evening,Inflow,Afternoon
5/2/20 1:05 PM,0.7458435954362609,Ok,"b5: Intellectual (e.g. writing, coding)",I want to and have to,Evening,Bi-Directional,Afternoon
5/2/20 1:24 PM,0.5845256232710224,Good,"i1: Consuming art (e.g. movie, museum)",I want to,Morning,Inflow,Afternoon
5/2/20 1:25 PM,0.7154627748693038,Good,"i1: Consuming art (e.g. movie, museum)",I want to,Morning,Inflow,Afternoon
5/2/20 1:30 PM,0.2620106905400832,Good,"i6: Learning (e.g. reading, researching, attending lecture)",I want to,Evening,Inflow,Afternoon
5/2/20 1:49 PM,0.11474372029382096,Good,"i6: Learning (e.g. reading, researching, attending lecture)",I want to and have to,,Inflow,Afternoon
5/2/20 1:55 PM,0.41434933550599706,Good,"i8: Rest (e.g. rolling in bed, waiting)",I want to,,Inflow,Afternoon
5/2/20 1:58 PM,0.7731708725449643,Ok,"i2: Exploratory (e.g. internet search, fb)",of something else; I neither want to nor have to,Evening,Inflow,Afternoon
5/2/20 2:13 PM,0.306266188362607,Good,"b5: Intellectual (e.g. writing, coding)",I want to and have to,Evening,Bi-Directional,Afternoon
5/2/20 2:15 PM,0.21399290811170335,Good,"i7: Observation (e.g. strolling, birdwatching)",I want to,Evening,Inflow,Afternoon
5/2/20 2:21 PM,0.1891973955850632,Amazing,b4: Creative (e.g. painting),I want to,Evening,Bi-Directional,Afternoon
5/2/20 2:26 PM,0.8428097364292039,Good,"i7: Observation (e.g. strolling, birdwatching)",I want to,Morning,Inflow,Afternoon
5/2/20 2:30 PM,0.25970807074888325,Good,"i7: Observation (e.g. strolling, birdwatching)",I want to,Evening,Inflow,Afternoon
5/2/20 2:47 PM,0.7731708725449643,Ok,"i9: Self-care (e.g. grooming, pooping)",I have to,Evening,Inflow,Afternoon
5/2/20 2:49 PM,0.306266188362607,Amazing,"i1: Consuming art (e.g. movie, museum)",I want to,Evening,Inflow,Afternoon
5/2/20 2:50 PM,0.7154627748693038,Good,"i8: Rest (e.g. rolling in bed, waiting)",I want to,Morning,Inflow,Afternoon
5/2/20 3:00 PM,0.7259792119135012,Ok,"i5: Fun (e.g. drinking, games)",I want to,,Inflow,Afternoon
5/2/20 3:11 PM,0.053546897334000865,Bad,"b6: Logistical (e.g. planning, commuting, errands)",I have to,Evening,Bi-Directional,Afternoon
5/2/20 3:25 PM,0.410892172765857,Good,"b7: Manual work (e.g., housework)",I want to and have to,Morning,Bi-Directional,Afternoon
5/2/20 3:30 PM,0.003906290489614772,Ok,"i1: Consuming art (e.g. movie, museum)",I want to,Evening,Inflow,Afternoon
5/2/20 4:05 PM,0.8428097364292039,Ok,"b6: Logistical (e.g. planning, commuting, errands)",I want to,Morning,Bi-Directional,Afternoon
5/2/20 4:11 PM,0.5230119531266414,Good,i4: Exercise,I want to,Morning,Inflow,Afternoon
5/2/20 4:16 PM,0.21399290811170335,Ok,"b6: Logistical (e.g. planning, commuting, errands)",I have to,Evening,Bi-Directional,Afternoon
5/2/20 4:16 PM,0.21399290811170335,Ok,"i9: Self-care (e.g. grooming, pooping)",I want to and have to,Evening,Inflow,Afternoon
5/2/20 4:21 PM,0.2386110987670348,Ok,"b9: Socializing (e.g., partying, meal)",I want to and have to,,Bi-Directional,Afternoon
5/2/20 4:21 PM,0.056777490296152755,Good,i3: Eating and drinking,I want to,,Inflow,Afternoon
5/2/20 4:22 PM,0.056777490296152755,Good,"i7: Observation (e.g. strolling, birdwatching)",I want to and have to,,Inflow,Afternoon
5/2/20 4:30 PM,0.22321679639639314,Good,"i1: Consuming art (e.g. movie, museum)",I want to,Evening,Inflow,Afternoon
5/2/20 4:34 PM,0.25970807074888325,Amazing,"i8: Rest (e.g. rolling in bed, waiting)",I want to,Evening,Inflow,Afternoon
5/2/20 4:37 PM,0.7067347814443499,Bad,"i8: Rest (e.g. rolling in bed, waiting)",of something else; I neither want to nor have to,Morning,Inflow,Afternoon
5/2/20 4:45 PM,0.7067347814443499,Bad,"i2: Exploratory (e.g. internet search, fb)",I want to,Morning,Inflow,Afternoon
5/2/20 4:49 PM,0.41432378521528046,Good,i4: Exercise,I want to,Morning,Inflow,Afternoon
5/2/20 4:51 PM,0.306266188362607,Amazing,"i6: Learning (e.g. reading, researching, attending lecture)",I want to,Evening,Inflow,Afternoon
5/2/20 5:00 PM,0.053546897334000865,Good,"i1: Consuming art (e.g. movie, museum)",I want to,Evening,Inflow,Evening
5/2/20 5:02 PM,0.2620106905400832,Amazing,"b9: Socializing (e.g., partying, meal)",I want to,Evening,Bi-Directional,Evening
5/2/20 5:10 PM,0.0732407481040791,Good,"i9: Self-care (e.g. grooming, pooping)",I want to and have to,Morning,Inflow,Evening
5/2/20 5:15 PM,0.5845256232710224,Ok,i3: Eating and drinking,I want to and have to,Morning,Inflow,Evening
5/2/20 5:16 PM,0.2092499418422893,Good,"b3: Collaboration (e.g. meeting, appointment)",I have to,Evening,Bi-Directional,Evening
5/2/20 5:32 PM,0.7154627748693038,Good,"i1: Consuming art (e.g. movie, museum)",I want to,Morning,Inflow,Evening
5/2/20 5:36 PM,0.1891973955850632,Good,"i5: Fun (e.g. drinking, games)",I want to,Evening,Inflow,Evening
5/2/20 5:42 PM,0.21399290811170335,Ok,i3: Eating and drinking,I want to and have to,Evening,Inflow,Evening
5/2/20 5:45 PM,0.41432378521528046,Good,"i9: Self-care (e.g. grooming, pooping)",I want to and have to,Morning,Inflow,Evening
5/2/20 6:06 PM,0.0732407481040791,Ok,"i6: Learning (e.g. reading, researching, attending lecture)",I have to,Morning,Inflow,Evening
5/2/20 6:30 PM,0.7259792119135012,Good,"b8: Romantic (e.g., date)",I want to,,Bi-Directional,Evening
5/2/20 6:30 PM,0.4679025128092601,Bad,"i8: Rest (e.g. rolling in bed, waiting)",of something else; I neither want to nor have to,,Inflow,Evening
5/2/20 6:36 PM,0.21399290811170335,Ok,"b7: Manual work (e.g., housework)",I have to,Evening,Bi-Directional,Evening
5/2/20 6:41 PM,0.2681813060878999,Good,"i1: Consuming art (e.g. movie, museum)",I want to,,Inflow,Evening
5/2/20 6:45 PM,0.306266188362607,Good,i3: Eating and drinking,I want to and have to,Evening,Inflow,Evening
5/2/20 6:45 PM,0.5230119531266414,Good,"b9: Socializing (e.g., partying, meal)",I want to,Morning,Bi-Directional,Evening
5/2/20 6:46 PM,0.25970807074888325,Good,"b9: Socializing (e.g., partying, meal)",I want to,Evening,Bi-Directional,Evening
5/2/20 6:46 PM,0.5059725210736187,Ok,"i6: Learning (e.g. reading, researching, attending lecture)",I want to and have to,,Inflow,Evening
5/2/20 7:01 PM,0.2620106905400832,Good,"b9: Socializing (e.g., partying, meal)",I want to,Evening,Bi-Directional,Evening
5/2/20 7:02 PM,0.053546897334000865,Good,"b8: Romantic (e.g., date)",I want to,Evening,Bi-Directional,Evening
5/2/20 7:08 PM,0.2681813060878999,Good,"i2: Exploratory (e.g. internet search, fb)",I want to,,Inflow,Evening
5/2/20 7:14 PM,0.2092499418422893,Good,"b9: Socializing (e.g., partying, meal)",I want to,Evening,Bi-Directional,Evening
5/2/20 7:15 PM,0.003906290489614772,Ok,"i8: Rest (e.g. rolling in bed, waiting)",I want to,Evening,Inflow,Evening
5/2/20 7:15 PM,0.4129775318972444,Amazing,i3: Eating and drinking,I want to and have to,,Inflow,Evening
5/2/20 7:30 PM,0.7458435954362609,Ok,"i8: Rest (e.g. rolling in bed, waiting)",I want to,Evening,Inflow,Evening
5/2/20 7:31 PM,0.8428097364292039,Ok,"b9: Socializing (e.g., partying, meal)",I want to,Morning,Bi-Directional,Evening
5/2/20 7:34 PM,0.6737788102981581,Amazing,i3: Eating and drinking,I want to,Morning,Inflow,Evening
5/2/20 7:35 PM,0.41432378521528046,Ok,"i1: Consuming art (e.g. movie, museum)",of something else; I neither want to nor have to,Morning,Inflow,Evening
5/2/20 7:39 PM,0.003906290489614772,Ok,"i2: Exploratory (e.g. internet search, fb)",I have to,Evening,Inflow,Evening
